1.000000 -0.1170000E-01
0.9900000 -0.8800000E-02
0.9800000 -0.6000000E-02
0.9700000 -0.3300000E-02
0.9600000 -0.7000000E-03
0.9500000  0.1800000E-02
0.9400000  0.4200000E-02
0.9200000  0.8800000E-02
0.9000000  0.1310000E-01
0.8700000  0.1920000E-01
0.8500000  0.2300000E-01
0.8300000  0.2660000E-01
0.8000000  0.3160000E-01
0.7700000  0.3620000E-01
0.7500000  0.3900000E-01
0.7300000  0.4160000E-01
0.7000000  0.4510000E-01
0.6700000  0.4820000E-01
0.6500000  0.5000000E-01
0.6300000  0.5160000E-01
0.6000000  0.5370000E-01
0.5800000  0.5490000E-01
0.5500000  0.5640000E-01
0.5300000  0.5730000E-01
0.5000000  0.5840000E-01
0.4800000  0.5900000E-01
0.4500000  0.5960000E-01
0.4200000  0.6000000E-01
0.4000000  0.6010000E-01
0.3700000  0.6010000E-01
0.3500000  0.5990000E-01
0.3300000  0.5960000E-01
0.3000000  0.5900000E-01
0.2800000  0.5840000E-01
0.2500000  0.5720000E-01
0.2200000  0.5570000E-01
0.2000000  0.5440000E-01
0.1800000  0.5300000E-01
0.1500000  0.5040000E-01
0.1200000  0.4710000E-01
0.1000000  0.4460000E-01
0.8000000E-01  0.4150000E-01
0.7000000E-01  0.3970000E-01
0.5000000E-01  0.3540000E-01
0.4000000E-01  0.3270000E-01
0.3000000E-01  0.2940000E-01
0.2000000E-01  0.2520000E-01
0.1000000E-01  0.1900000E-01
0.5000000E-02  0.1410000E-01
0.2000000E-02  0.9200000E-02
0  0
0.2000000E-02 -0.5100000E-02
0.5000000E-02 -0.8100000E-02
0.1000000E-01 -0.1160000E-01
0.2000000E-01 -0.1650000E-01
0.3000000E-01 -0.2040000E-01
0.4000000E-01 -0.2380000E-01
0.5000000E-01 -0.2660000E-01
0.7000000E-01 -0.3160000E-01
0.8000000E-01 -0.3380000E-01
0.1000000 -0.3770000E-01
0.1200000 -0.4120000E-01
0.1500000 -0.4580000E-01
0.1800000 -0.4980000E-01
0.2000000 -0.5210000E-01
0.2300000 -0.5500000E-01
0.2500000 -0.5660000E-01
0.2800000 -0.5850000E-01
0.3000000 -0.5950000E-01
0.3300000 -0.6050000E-01
0.3500000 -0.6090000E-01
0.3800000 -0.6100000E-01
0.4000000 -0.6080000E-01
0.4300000 -0.6000000E-01
0.4500000 -0.5910000E-01
0.4800000 -0.5730000E-01
0.5000000 -0.5580000E-01
0.5300000 -0.5300000E-01
0.5500000 -0.5090000E-01
0.5800000 -0.4720000E-01
0.6000000 -0.4460000E-01
0.6200000 -0.4190000E-01
0.6500000 -0.3760000E-01
0.6800000 -0.3310000E-01
0.7000000 -0.2990000E-01
0.7200000 -0.2670000E-01
0.7500000 -0.2210000E-01
0.7700000 -0.1910000E-01
0.8000000 -0.1490000E-01
0.8200000 -0.1230000E-01
0.8500000 -0.8800000E-02
0.8800000 -0.5900000E-02
0.9000000 -0.4900000E-02
0.9300000 -0.5500000E-02
0.9500000 -0.7400000E-02
0.9600000 -0.8800000E-02
0.9700000 -0.1050000E-01
0.9800000 -0.1260000E-01
0.9900000 -0.1500000E-01
1.000000 -0.1770000E-01
